నేను జీవితం ఆడుజీవితం నేను చదువు అత్యుత్తమ పుస్తకం ఒకటి బెన్యమిన్ గొప్ప నవల రచయిత అర్బాబ్ వల చిక్కు నజీబ్ యొక్క కన్నీరు జీవితం గురించి చెప్పు ఈ కథ చెప్పు మిస్టర్ బియ్యామిన్ చాలా మంచి భాష ఉపయోగించు హీరో తాను తాను మేకలతో గుర్తించు తర్వాత గుండె బద్దలవ్వకుండా జాగ్రత్త పడు ఎవరూ కంటతడి పెట్టు ఈ క్లాసిక్ నవల పూర్తిచేయలేరు మసారాలో నజీబ్ జీవితం చాలా భయంకరమైనది ఇది మలయాళం క్లాసిక్ నవల ఒకటి , 1  
గత సంవత్సరం " ఆడు జీవితం " అనే పేరున్న బెన్యమిన్ పుస్తకం నేను చదువు ఇది మొత్తం ప్రపంచం పంచు ఒక విభిన్న అనుభవంనాకు కథ నచ్చు ముఖ్యంగా అతను రచన విధానం తాను రచన వెరైటీ ఉండు మరియు ఇది ఒక ఏకైక కథ ఒక మంచి జీవితం కోరుకు వ్యక్తి పని కోసం విదేశం వెళ్లు 8 యజమాని నుండి చాలా కష్టం ఎదుర్కో అతను ఆ స్థలం నుండి తప్పించుకోవాలనుకున్నా ఆయన ఎటువంటి బంగారు అవకాశం లభించు చివర అతడు యజమాని లేనప్పుడు ప్రణాలకు తెగించు అక్కడ నుండి అతను తప్పించుకో అరేబియా గురించిన అర్థవంతమైన కధ మరియు మనం మలయాళుల యొక్క కష్టపడేతత్వన్ని తెలియచెయ్యి మరోసారి ఇది మేము ఇవ్వు అద్భుతమైన పుస్తకం , 1  
మంచి భవిష్యత్తు కావాలని కలలుకంటున్న ఒక సామాన్య వ్యక్తి యొక్క కథ బెన్యమిన్ " ఆడు జీవితం " ఈ నేను ఎప్పుడూ చదువు ఒక ఉత్తమ పుస్తకం మలయాళం ఆడు జీవితం నేను అభిమాన పుస్తకం బాలమిన్ చాలా మంచి పని చెయ్యి కీప్ ఇట్ అప్ సర్కథ చెప్పు పద్ధతి అలాగే భాష వేరు ఉండు ఇది చదవదగినది ఈ పుస్తకం మనం జీవితం ఉపయోగపడు అనేక విషయం పంచుకుంటుందిఎవరికీ ఇలాంటి జీవితం ఇవ్వద్దని నేను దేవుడు ప్రార్థించు , 1  
ఆడుజీవీతం ప్రసిద్ధం రచయిత బెన్యమిన్ రచించు ఒక ఆసక్తికరమైన మలయాళం నవల విదేశం ప్రయాణించు వ్యక్తి యొక్క కథ మీరు మరియు అతను అక్కడ తగులు గాయం గురించి చెప్పు నవల రచయిత చెప్పు కథ అత్యుత్తమమైనది అది కథ పాటు పాఠక అలంకరిస్తుంది నిజం ఏమిటంటే కథ నిజం జీవితం అనుభవం మీద ఆధారపడు ఉండు వ్యక్తిగతం కథ ప్రయాణించు భావించానుమరియు నేను కూర్చో దెబ్బ చదువు పూర్తి చెయ్యి మనం చుట్టు ఉండు నిజం జీవితం పరిస్థితి నవల తెలియచేస్తుందిమరియు మనము విదేశీ దేశం ఉండు ప్రత్యేకించు మనం తెలియు ఈ నవల మీరు కళ్ళ తడి / హృదయం స్పందన తెప్పిస్తుందిటైటిల్ ఈ నవల కవర్ డిజైన్ కు సరిపో ఇది వ్రాయి భాషా శైలి చాలా సులభం ఉండు మరియు అది స్థానిక యాస వలె ఉండు పని ఘనమైన నిర్మాణం తీసుకువచ్చు నవల రచయిత కొన్ని అరబిక్ పదం కూడా ఉపయోగించు చింతించు అతను ఉపయోగించు ప్రతి అరబిక్ పదం మళయాల అర్ధం ఇవ్వు నేను గమనించు ఒక విషయం కథ రచయిత యొక్క ప్రతి భాగం ఒక ఆసక్తికరమైన ఏది ఒకటి ఉంచు ఆ పాఠక మిగిలినదంతా చదువడానికి ఇది బలపరిచిందని నేను అనుకో మీరు పైన సమీక్ష గురించి ఏవైనా ప్రశ్న ఉండు కమెంట్ విభాగం దయచెయ్యి వ్రాయి ధన్యవాదం , 1  
గత నెల ఈ పుస్తకం నేను చదువు ఈ పుస్తకం బెన్యమిన్ రచించు మరియు ఒక వ్యక్తి తాను జీవితం గడపు మరియు అతను కుటుంబం సభ్యుడు చూసుకో గల్ఫ్ దేశం వెళ్ళిన వ్యక్తి కథ ఈ కథ ఒకటి లేదా ఇద్దరు వ్యక్తుడు జీవితం గురించి మాత్రమే కాదుతమ కుటుంబం కోసం తాము జీవితం బలిచేసుకున్న అనేక మంది వ్యక్తుడు గురించి ఇది వర్ణించు మీరు దీనిని చదువు మీరు మంచి రీడర్ అయితే ఖచ్చితం కన్నీరు మీరు కళ్ళ నుండి ప్రవహించు కొన్ని సందర్భం మనం ఏమి జరుగు అని లేదా తాను జీవితం ఎలా కాపాడుకుంటాడో అని చాలా పెద్ద ఆత్రుతతో ఉండు కథ ముఖ్యవ్యక్తి మరియు అతను స్నేహిత ఎదుర్కోన్న అనేక విచిత్తమైన మరియు భయపెట్టు పరిస్థితి ఉండు అలాంటి అధ్వాన్నమైన పరిస్థితి ఎదుర్కోనే వాళ్శు అనేకమంది ఉండు , 1  
ఆడుజీవితం అను పుస్తకం కాదు జీవితం ఈ పుస్తకం చివర వాక్యం వరకు మీరు నిమగ్నమైయ్యేలా చెయ్యి కధలో అరుబా కింద నజీబ్ చిక్కుకొవడం అనే విషయం కొంచెం ఉత్సాహం ఉండు మరియు అతను పొలం మేక చూసుకో వచ్చిందిఅతను తాను జీవితం మేకగానే కొనసాగిస్తాడు కాబట్టి ఆడుజీవిత్తం మేక జీవితం పేరు వచ్చు మంచి కథనం కథానాయకుడు బాగా వ్రాయి చివర ఒక గొప్ప ట్విస్ట్ మిమ్మల్లి ఆశ్చర్యం గురిచేస్తుందిమలయాళం పుస్తకం ప్రేమికుడు తప్పు చదువు , 1  
ఆసక్తికరమైన మరియు అద్భుతమైన కథ నేను ఈ కథ ఎప్పుడూ ఇలాంటి చదివలేదు కథ నజీబ్ ప్రధాన పాత్ర ఆసక్తికరమైనది Mr బెనిమిన్ రాయి మంచి కథ అతను ఒక మంచి మరియు పరిపూర్ణం కథ రచయిత వ్రాయి విధానం సులభం ఉండు మరింత ప్రభావవంతంగా చెయ్యి పుస్తకం భావోద్వేగాల హారం వ్యక్తిగతం చదువు మునుగు మరియు పాత్ర అనుభూతి లేకుండు దానిని చదువు అవ్వు మనం ముఖ్య పాత్ర కోసం కాదు వాటిలో చాలామంది కోసం బాధ పడతాం నజీబ్తో కలువు ప్రయాణం చెయ్యి హకీం ఒక అమాయక యువకుడు ఒడ్డు చేరగలమనే ఆశ లేనివాడు విడుదలయ్యే ఒక రోజు ముందు దురదృష్టం ముంచు ఒక మేకలా కనిపించు వ్యక్తి అతను విధి కూడా భయం మరియు సానుభూతి అది సమయం మనం వణికిస్తుంది మనము కూడా మేకపై సానుభూతి చూపుతాము అవ్వు అది నేను ఉద్దేశ్యం , 1  
సర్ నాజీబ్ మరియు అతను కుటుంబం అడుగు చెప్పు నేను ఆ పుస్తకం మళ్ళీ మళ్ళీ చదువి మరియు ఒక్క అక్షరం కోల్పో నేను స్నేహిత కథ చెప్పు ' ఆడుజీవిత్తం ' లైఫ్ ఆఫ్ గోట్ ఎటువంటి పుస్తకం అంటే ఇది నేను కళ్ళ నుండి కన్నీరు నింపు పూర్తి జీవితంఅన్ని విలాసవంతమైన ఖర్చులు మరియు ఫాన్సీ వస్తువు గల్ఫ్ నుండి తిరుగు వచ్చు వారు చూడు ' గల్ఫ్ ' గురించి స్వర్గం అని కల కను ఇది ఈ కథ ఒక భాగం మాత్రమే గల్ఫ్కు వచ్చు మోసపో వారు చాలా మంది ఉండు లేదా దయలేని ఏజెంట్ మరియు కనికరంలేని ఉద్యోగం ప్రొవైడర్స్ యొక్క వల పడు పుస్తకం లో చెప్పు కథ నిజం జీవితం అనుభవం , 1  
గల్ఫ్ లో చిక్కు మానవుడు యొక్క అద్భుతమైన నవల మరియు అతను గడుపు జీవితం - విదేశం జీవితం వివరించు అనేక పుస్తకం ఉండు అక్కడ అనుభవం ఉండు కానీ ఈ పుస్తకం ఒక చిత్రం వంటి - మీరు చదువు విషయం మీరు చూడు మరియు ఈ నవల ముఖ్య పాత్ర యొక్క దురవస్థను చూసినపుడు మనము అందరు అదృష్టవంతులమని భావించు బెంజమిన్ యెుక్క గొప్ప పుస్తకం - నిజంగా సాహిత్యం అకాడమీ అవార్డు గెలువు , 1  
ప్రియమైన బెన్యమిన్ దయచెయ్యి నేను అభినందన నాజీబ్ మరియు అతను కుటుంబం తెలియజెయ్యి నిన్న నేను " ఆడుజీవిత్తం " అనే నవల చదువు మరియు 16 మరియు 11 ఏళ్ళ వయస్సు ఉండు నేను కుమారుడు కథ వివరించు కథ హకీం మరణం గురించి చెప్పు వారు చాలా నిశ్శబ్దం విచారం వ్యక్తం చెయ్యి నేను గమనించు హాకిమ్ యొక్క ఆత్మ ఖచ్చితం మహోన్నతం ఆత్మ విశ్రాంతి తీసుకో మేము ప్రార్థన చెయ్యి ఈ కథ వివరించు తర్వాత నేను కుమారుడు నీరు మరియు ఆహారం జీవితాంతం వృధా చేయకుంచా కాపాడు నేను ప్రత్యేకంగా అడుగు ప్రియమైన బెంజమిన్ నిజం జీవితం ఆధారం ఇలాంటి సాహిత్యం అంద్ంచినందుకు చాలా కృతజ్ఞత తెలిపుతున్నాను కున్నిక్క ఇబ్రహీం ఘాద్రి సైను ఉమమా మరియు మాస్రా యొక్క మేక ఇంకా నేను మనస్సు మెదుతుతున్నాయు మరియు నేను ఏడువు వద్ధో ఖచ్చితం తెలియు లేదు మరోసారి ధన్యవాదం బెన్యమిన్ నేను మళ్ళీ పుస్తకం చదువు మరియు మళ్ళీ మరియు మళ్ళీ నేను సహోద్యోగులకు ఒక్క అక్షరం మరియు అంతరార్ధం కోల్పో ఈ కథ చెప్పు , 1  
